temperature,humidity,rainfall,soil_quality,fertilizer,crop_yield
33.9,55.5,150.0,7.37,71.3,43.34
18.9,69.2,422.6,3.99,14.3,35.49
18.4,88.5,381.1,3.6,23.6,31.98
34.8,74.1,285.4,3.52,68.0,38.41
33.9,71.1,53.6,7.24,37.7,46.27
27.4,62.6,403.5,8.63,135.2,65.6
33.8,55.7,341.1,4.81,120.2,42.36
17.1,76.9,365.2,9.53,85.8,43.92
24.1,93.9,78.7,8.54,69.2,63.54
32.0,60.5,333.4,3.54,133.0,43.6
20.9,58.5,371.8,5.85,26.6,45.35
32.3,60.7,432.7,3.48,142.0,46.48
26.6,60.5,282.2,9.41,7.9,60.17
32.3,94.4,253.2,8.2,147.7,55.66
25.7,77.4,220.2,7.81,22.2,68.49
23.5,56.6,330.5,7.78,129.9,61.68
20.0,57.3,418.3,5.0,2.9,40.14
19.8,60.8,289.9,9.53,130.4,53.43
32.3,37.2,140.9,9.46,93.5,53.27
17.7,66.7,57.0,8.18,3.0,44.33
17.0,83.7,297.6,6.28,123.9,39.96
19.1,74.6,395.8,3.33,16.2,32.61
19.0,46.9,76.4,3.2,86.4,36.32
33.9,78.7,209.0,3.97,53.1,50.08
24.2,78.2,426.0,7.17,121.5,64.29
37.8,50.8,250.7,8.59,136.5,47.57
18.2,72.4,138.3,9.64,74.3,44.99
30.0,71.7,191.5,4.23,121.3,65.36
25.3,85.4,213.3,4.93,146.7,67.29
24.0,43.2,96.9,3.38,110.3,52.6
35.1,46.7,314.3,9.92,51.5,46.04
37.4,64.2,286.9,8.47,74.1,41.13
35.1,37.6,309.1,6.36,36.8,36.96
19.4,59.9,294.3,7.03,73.3,46.89
20.1,82.3,56.7,6.94,39.3,46.97
30.1,43.9,119.8,4.78,129.2,47.99
21.6,62.6,116.2,4.3,97.6,46.25
31.9,94.4,89.2,5.08,101.3,47.08
28.0,65.4,344.2,4.73,17.6,52.77
27.7,64.9,98.1,6.9,0.2,54.56
34.1,68.5,317.3,5.16,126.3,41.37
31.3,46.2,121.4,8.1,86.8,51.0
15.6,43.8,97.3,6.98,149.0,40.25
16.1,75.6,115.0,6.73,86.0,43.94
28.8,58.7,253.4,9.66,34.3,58.43
26.2,52.4,308.2,5.26,111.8,59.87
21.0,36.9,374.8,7.45,112.2,54.5
24.6,85.8,101.4,3.0,10.5,47.92
32.4,36.9,296.5,8.16,111.0,53.62
34.0,80.0,359.5,6.52,34.0,41.72
27.9,57.9,175.0,4.46,40.7,54.63
23.9,70.9,81.9,3.01,5.0,45.85
21.2,49.9,112.4,7.95,100.4,55.38
27.0,44.3,86.6,7.64,117.1,60.46
22.2,67.0,404.9,7.66,36.9,57.86
28.0,76.7,200.7,6.06,126.8,71.65
30.6,46.7,259.3,7.48,121.9,54.11
16.5,61.2,357.5,7.0,65.6,45.1
15.0,61.7,198.6,4.67,10.9,43.55
19.9,48.0,309.6,6.63,44.8,43.83
35.6,68.9,80.7,6.6,26.5,34.78
29.9,43.8,242.4,8.77,153.4,60.08
19.0,65.6,88.6,6.03,130.8,45.47
35.5,41.8,149.3,6.05,12.5,37.1
25.8,64.1,167.3,9.89,82.2,69.36
26.0,53.7,337.0,9.26,42.7,56.86
36.5,62.1,319.6,4.7,5.1,31.53
16.4,61.0,348.8,9.37,51.6,43.96
19.9,89.5,74.7,3.97,20.4,37.22
28.5,64.4,447.6,8.97,35.6,63.07
19.5,84.1,71.8,4.28,52.2,40.17
30.6,48.5,380.3,5.98,65.4,53.57
19.9,56.1,346.1,9.89,75.0,54.93
17.3,39.5,286.7,3.68,83.2,38.27
19.8,60.2,225.5,8.88,59.2,58.2
24.7,75.1,352.9,6.46,79.7,58.44
19.1,85.3,345.9,3.78,66.9,36.14
18.1,69.0,104.9,9.67,154.3,50.99
34.8,73.4,367.1,6.84,10.8,37.18
22.4,45.6,81.4,9.16,93.8,56.0
23.3,37.2,250.2,9.08,31.0,58.52
16.3,82.5,308.0,3.1,60.1,31.06
23.2,45.0,378.7,4.85,87.4,52.77
21.1,40.5,235.2,5.36,121.6,50.07
29.0,91.3,144.7,6.74,156.4,59.61
19.7,92.8,246.3,3.5,79.0,46.66
35.4,72.0,150.1,5.72,41.1,42.95
36.4,57.7,261.5,8.7,126.7,52.44
17.3,85.0,235.0,4.21,35.5,38.53
17.5,47.3,362.2,7.91,81.3,44.21
17.7,60.8,146.0,6.22,135.5,47.35
29.3,56.4,130.0,3.49,64.6,47.46
17.8,89.8,239.7,4.24,89.1,36.46
34.6,90.2,70.2,3.99,19.1,33.85
32.3,74.1,141.7,7.34,9.0,43.77
33.9,41.6,191.5,3.61,157.8,48.03
27.1,63.9,245.1,8.76,28.6,61.03
37.9,49.7,157.8,8.65,53.7,43.2
16.0,88.1,274.3,3.56,80.7,33.44
24.2,43.3,401.4,9.22,59.9,61.24
22.5,38.3,267.5,9.71,15.6,58.9
36.8,77.3,164.7,3.3,31.5,30.17
28.3,62.2,74.8,9.65,79.0,63.67
33.5,85.3,104.7,4.96,70.2,37.66
18.9,39.5,274.5,7.65,127.7,52.32
37.5,83.1,323.5,4.22,49.9,29.94
26.5,37.2,69.9,8.72,150.5,63.08
26.4,36.7,124.2,8.89,45.2,63.05
37.3,62.7,177.6,9.85,53.0,57.65
23.8,48.3,177.9,9.95,151.9,78.87
24.1,70.6,433.4,3.53,134.5,48.98
28.4,36.5,131.5,7.61,50.7,57.09
17.9,37.1,75.0,4.91,63.2,38.65
22.4,78.6,191.2,3.88,134.8,63.28
19.4,47.6,103.8,4.04,13.8,36.33
17.4,74.4,100.6,9.56,47.1,50.56
34.9,80.0,213.0,7.79,85.0,59.61
28.6,38.6,172.6,3.35,132.6,59.95
23.2,81.2,86.7,9.89,90.3,63.78
24.4,51.1,291.7,8.65,78.4,68.36
24.9,58.4,250.7,5.16,153.9,58.24
29.6,40.2,80.8,6.3,18.6,43.56
36.3,85.3,395.1,8.09,124.8,43.56
36.5,68.6,163.9,7.73,20.3,43.09
24.0,65.3,434.6,6.24,117.3,62.8
22.6,93.1,422.6,6.59,86.9,52.28
25.4,55.1,223.6,3.3,42.3,59.33
28.1,88.4,141.4,6.5,86.9,53.0
25.6,78.2,383.9,5.38,140.7,61.22
30.2,90.7,194.5,5.0,75.5,62.11
27.8,89.5,115.4,4.89,1.1,45.9
22.4,94.5,270.6,7.54,9.1,55.35
23.0,42.9,245.8,6.0,101.2,59.55
23.7,82.8,390.0,5.98,108.5,53.5
17.2,83.3,341.7,4.11,64.3,35.35
18.8,73.7,400.5,9.73,38.8,57.32
31.6,51.7,343.9,4.57,114.6,51.97
23.9,92.9,306.9,5.84,48.7,54.95
19.9,47.3,250.1,4.33,11.8,34.01
27.9,65.0,445.0,7.92,65.5,64.13
32.4,66.3,433.7,6.05,86.3,45.79
20.9,44.7,389.5,5.9,154.5,54.36
34.0,78.4,360.1,9.13,94.8,47.73
36.3,40.3,281.0,8.32,33.3,40.81
28.7,76.6,153.9,6.64,133.2,58.41
30.4,85.9,400.2,6.28,46.6,47.86
16.2,56.0,54.3,9.72,153.5,51.46
36.7,77.6,141.0,9.7,52.0,41.26
24.0,44.4,211.5,7.93,145.5,80.62
36.2,85.8,284.5,8.32,140.6,42.26
28.3,92.1,274.4,9.29,138.2,60.31
15.1,44.2,120.3,9.75,6.3,41.31
15.9,76.5,91.9,3.58,136.0,39.64
30.6,65.3,138.9,9.98,115.4,60.95
27.9,66.9,189.5,7.92,53.5,69.09
15.6,77.4,55.6,7.15,78.4,38.52
32.1,64.3,327.0,5.89,102.4,45.79
34.6,71.0,149.1,5.35,151.0,44.91
26.4,48.9,190.6,8.63,124.8,77.21
25.7,57.7,184.0,7.58,68.6,72.98
15.1,86.9,254.7,4.4,103.3,37.14
33.1,41.6,393.9,7.27,29.7,44.98
22.6,70.9,109.8,3.99,67.8,47.98
35.2,46.1,186.3,6.48,126.6,52.37
23.6,85.8,326.8,7.08,97.1,58.26
28.0,69.7,67.7,7.45,125.3,61.36
21.2,59.2,382.0,4.02,81.6,47.38
18.7,50.0,434.7,3.67,60.8,35.77
32.8,61.2,293.1,4.81,118.8,46.74
26.4,92.5,432.6,7.25,15.0,50.64
27.3,65.6,215.2,9.52,156.6,77.52
37.2,63.2,216.0,8.45,151.7,60.31
37.2,79.8,92.5,8.22,140.9,41.25
34.7,57.7,64.2,5.31,141.5,45.22
19.3,60.6,147.8,3.78,81.8,38.84
28.7,55.2,241.3,9.24,79.7,60.58
35.2,44.1,253.1,6.51,131.2,39.55
23.6,77.8,137.0,3.7,45.3,49.05
17.3,87.4,295.1,6.74,136.0,46.01
33.7,89.3,122.5,7.73,32.1,46.22
26.1,87.8,180.5,5.24,140.7,70.48
28.0,62.1,128.3,3.06,86.6,53.65
37.6,52.0,328.7,7.35,134.9,39.96
29.0,73.3,256.6,3.28,78.9,47.41
24.8,92.3,344.4,6.03,97.3,58.9
23.5,78.6,72.9,8.77,148.3,67.06
24.6,64.7,220.1,9.99,66.9,72.32
17.7,76.3,436.8,5.59,35.2,41.78
33.3,81.4,71.4,3.14,14.6,27.36
34.3,90.2,217.4,6.45,94.4,54.41
21.5,80.8,66.2,4.93,97.8,49.05
22.0,61.0,108.7,9.25,99.3,59.96
35.1,51.4,235.0,7.98,5.9,43.44
15.6,65.0,113.0,5.83,4.4,30.93
27.0,54.7,257.5,8.33,143.3,66.31
25.7,91.6,419.1,5.39,111.3,56.63
30.9,65.5,130.2,6.65,18.1,50.45
18.8,63.3,92.9,9.46,11.9,51.5
30.4,55.9,380.1,4.4,25.9,44.55
23.7,73.4,234.1,5.19,129.1,58.64
29.2,66.2,403.0,9.2,115.7,59.81
15.9,42.7,172.4,6.23,102.2,51.68
25.6,87.2,301.0,5.23,102.5,60.57
27.0,56.5,419.3,3.26,137.4,56.23
19.9,61.0,118.7,5.93,53.4,46.03
18.2,47.3,370.3,6.5,51.6,44.09
19.3,68.2,302.6,5.84,68.1,48.91
22.9,77.1,375.2,4.94,158.3,52.32
17.2,87.9,118.3,5.58,88.8,39.95
36.8,38.1,223.6,7.5,87.5,46.03
24.3,93.4,101.5,9.24,129.5,63.46
33.6,77.2,434.0,7.55,28.5,47.27
37.4,52.1,75.1,7.52,64.9,43.01
16.9,47.3,76.2,8.72,102.6,47.2
30.0,52.8,409.3,4.16,158.1,42.83
35.0,87.5,170.3,5.11,24.7,38.4
29.6,52.5,288.8,3.35,72.3,47.37
24.9,62.8,165.0,5.45,144.9,62.88
24.9,77.3,309.5,9.99,116.1,67.14
15.8,87.3,127.0,5.31,98.2,38.42
27.3,74.5,233.5,9.02,41.1,64.51
37.9,80.2,263.4,3.6,30.0,28.89
37.1,45.4,183.5,6.22,59.9,47.22
15.9,87.6,150.7,5.46,40.8,34.13
31.2,51.5,106.1,4.41,129.4,52.63
21.9,42.7,332.5,5.61,115.3,50.47
35.8,93.6,117.3,7.56,133.6,37.11
16.0,47.1,166.9,6.43,27.4,46.15
36.5,43.2,184.8,8.91,49.6,50.98
34.3,72.6,231.7,9.33,123.0,59.32
17.7,54.1,331.0,6.37,26.2,37.08
16.4,43.0,221.2,9.87,23.3,53.87
34.2,71.1,398.4,3.5,61.3,36.21
18.6,80.5,321.9,4.93,29.8,40.51
27.3,82.6,385.4,5.92,12.6,50.53
36.1,44.3,336.5,7.08,50.0,36.99
28.1,68.4,109.5,6.82,140.1,61.21
24.1,83.8,441.2,6.98,9.0,51.14
25.2,44.7,364.6,9.27,90.6,58.74
16.5,47.5,279.1,4.94,90.1,36.12
37.3,35.1,116.1,8.72,84.9,50.42
22.1,66.5,119.1,6.91,80.9,50.26
19.4,46.7,295.7,6.43,2.8,40.4
21.6,78.5,216.5,5.1,7.6,53.65
37.2,92.7,320.3,5.13,81.8,40.08
17.2,47.5,199.0,5.72,154.9,52.98
34.9,73.9,255.1,8.34,65.3,46.36
31.3,47.7,125.2,6.34,75.6,51.01
34.1,36.1,112.1,4.08,157.1,38.58
37.4,80.5,80.3,8.32,124.7,41.88
34.4,61.0,377.9,7.64,123.2,47.63
36.7,91.8,272.2,9.64,80.8,44.19
17.9,67.1,428.9,6.71,143.7,45.91
33.3,44.4,349.8,7.58,93.0,49.94
27.6,62.0,357.5,6.36,105.1,60.49
27.5,47.2,253.6,7.77,126.0,64.35
35.7,87.7,376.2,6.05,65.1,39.0
37.4,76.5,426.8,3.96,152.5,38.36
31.2,55.5,338.7,9.91,158.1,63.3
26.1,66.7,92.2,8.04,93.9,62.69
25.5,75.2,310.4,7.26,35.5,59.56
23.9,82.0,98.2,6.37,124.0,54.39
23.3,39.8,80.9,7.98,51.5,49.92
24.0,36.4,327.2,3.89,92.3,56.04
17.1,41.9,383.9,5.28,13.9,32.42
16.8,58.7,113.5,3.87,129.2,38.97
32.9,63.0,79.7,3.88,153.5,39.95
25.3,43.2,404.6,3.15,15.1,42.1
36.4,59.7,102.9,8.29,117.1,43.69
29.1,61.5,64.0,4.59,137.7,55.71
15.8,41.5,338.4,8.82,17.5,37.84
18.6,90.0,389.1,9.33,39.5,46.13
19.7,70.9,255.8,4.18,62.7,40.92
37.4,58.3,266.0,7.96,133.9,47.74
20.0,65.4,184.7,6.22,78.9,62.4
26.9,53.9,145.4,9.43,21.9,59.93
36.5,86.3,352.1,6.39,41.0,37.98
37.5,69.5,389.7,5.65,74.8,36.63
20.4,64.7,178.5,5.06,6.3,49.67
16.1,89.7,159.5,9.33,101.0,49.44
18.5,85.3,157.1,4.58,4.1,38.41
16.5,83.8,70.2,8.79,124.9,44.46
19.5,48.5,162.4,4.36,117.4,48.96
28.1,44.2,60.3,7.5,138.5,67.39
36.0,76.4,365.4,6.16,25.2,36.2
27.4,63.1,152.4,3.73,96.4,55.73
29.4,76.0,326.1,3.88,125.0,50.65
19.6,80.6,267.3,4.97,82.5,45.54
33.4,52.7,385.0,8.37,20.9,39.87
29.2,52.1,434.2,8.1,15.8,58.13
34.9,64.4,196.9,4.44,96.9,56.1
36.8,51.4,85.3,6.33,79.6,37.07
23.0,75.0,349.9,3.68,148.7,51.81
17.1,79.8,58.5,8.01,133.4,45.23
20.2,63.3,139.2,8.55,115.8,56.7
25.1,78.4,71.3,9.25,157.2,66.29
36.8,65.6,409.3,9.2,111.1,48.06
23.7,77.8,52.1,5.37,14.8,46.38
32.7,48.5,247.1,4.78,12.4,37.77
27.4,79.3,219.6,9.28,130.5,78.5
19.2,77.9,311.1,4.02,57.7,38.14
22.4,51.0,165.9,3.42,147.9,47.0
30.0,68.4,399.5,5.2,18.9,46.11
30.5,86.3,343.7,8.32,31.8,58.44
25.0,50.0,222.9,7.86,123.7,73.71
20.3,79.2,193.2,9.91,135.6,69.56
31.6,92.2,376.4,5.52,138.8,47.7
18.9,87.0,352.8,4.93,15.9,38.43
36.5,59.1,209.6,5.65,61.1,45.22
19.3,71.4,186.5,8.48,103.4,61.75
17.5,94.5,65.6,4.5,147.0,40.15
26.4,69.1,82.7,9.63,38.2,67.47
26.9,41.9,71.6,6.59,96.1,57.16
26.7,37.7,59.8,8.48,23.0,61.58
25.0,82.4,111.1,8.79,119.6,62.2
37.9,60.4,392.9,6.35,20.4,24.81
26.2,49.8,369.3,8.19,160.0,66.14
26.0,55.9,388.2,5.55,14.8,53.46
24.7,80.4,299.5,8.68,109.7,65.69
16.5,62.9,299.6,8.77,124.3,50.35
28.6,87.1,99.6,6.96,41.3,54.17
20.2,79.1,329.6,4.53,40.8,41.13
29.7,93.4,162.0,9.79,95.4,63.48
16.2,88.3,257.7,9.63,100.9,46.59
37.6,50.3,431.9,7.34,115.3,40.57
25.8,74.5,398.2,9.89,92.8,61.57
35.6,36.2,143.3,6.52,27.9,33.12
25.9,94.5,344.7,5.63,147.9,57.02
16.4,50.7,91.6,6.22,26.7,29.95
33.9,74.9,60.7,3.32,90.4,32.25
29.9,85.9,61.3,6.84,147.2,54.51
33.0,44.6,118.1,7.66,146.1,49.32
24.8,85.9,328.0,3.77,26.9,46.98
29.7,35.7,195.3,4.79,38.2,53.13
34.7,61.5,56.4,8.05,96.3,51.45
29.5,63.3,445.2,8.56,53.9,53.83
23.0,57.4,263.4,9.9,116.9,62.53
30.2,70.2,207.6,4.77,83.6,59.53
30.5,89.9,257.5,8.89,42.6,57.89
37.1,54.6,258.0,4.2,65.8,35.45
23.5,69.8,238.1,3.92,110.6,55.39
24.8,87.6,295.2,8.1,125.6,60.82
33.7,81.4,404.3,6.12,59.1,42.38
26.6,37.4,170.7,8.56,16.8,59.74
31.9,91.6,244.8,4.98,56.5,45.86
25.6,37.8,51.5,4.49,100.9,52.59
20.0,70.3,393.9,6.84,121.6,52.48
32.1,69.5,172.4,3.81,140.7,53.23
18.0,82.2,158.5,4.95,153.9,43.4
19.6,43.9,449.0,4.16,84.7,35.99
29.4,45.8,283.8,5.24,140.8,52.62
32.2,80.1,99.2,8.36,41.9,44.78
35.6,44.0,156.2,3.85,89.5,37.8
21.3,63.2,191.3,7.28,86.3,66.59
17.5,78.9,444.4,7.09,123.0,43.9
37.0,74.1,222.2,6.77,123.7,47.05
18.6,47.6,142.1,6.39,45.7,45.87
19.5,53.2,277.9,7.65,141.7,50.32
21.7,93.1,211.9,8.96,142.6,77.23
27.2,61.9,72.0,4.13,151.7,56.11
35.3,37.7,394.4,8.7,73.2,45.28
32.5,48.2,56.3,3.43,158.0,42.36
31.3,55.5,409.4,6.37,125.6,52.65
19.0,95.0,366.7,6.58,104.5,48.73
23.2,53.2,80.3,4.38,69.2,53.9
26.0,36.6,339.4,3.63,134.8,48.27
18.4,65.8,358.4,3.52,122.3,43.21
21.3,40.0,290.9,3.26,93.7,45.65
22.1,51.4,281.1,7.02,159.5,56.59
17.9,94.5,69.9,4.09,39.9,39.06
27.7,77.3,73.8,8.66,102.7,68.12
31.2,38.0,340.9,9.29,51.4,55.51
16.6,61.9,92.2,5.05,73.3,37.0
26.1,45.3,146.7,4.15,54.2,49.26
33.0,42.4,249.5,5.87,53.5,45.6
32.2,70.2,115.7,9.17,60.3,56.52
33.7,65.3,365.9,5.8,9.1,32.41
25.3,79.6,373.0,3.76,6.4,49.72
33.9,88.5,386.9,9.89,116.0,50.86
20.5,49.8,69.8,6.5,49.7,42.28
23.3,90.4,221.1,5.4,3.4,57.05
19.1,66.1,388.8,9.26,13.0,50.0
25.8,50.5,195.3,9.49,31.3,74.05
24.0,85.7,328.3,6.48,7.7,47.74
20.5,37.1,285.7,5.15,151.4,52.3
32.3,68.6,188.9,6.38,90.9,59.15
22.2,78.3,160.6,4.53,63.0,55.17
21.3,51.8,311.1,6.35,85.2,47.05
18.0,86.8,103.4,4.61,18.1,35.37
25.1,49.4,394.0,7.36,112.3,62.35
22.0,85.4,280.6,8.32,155.1,60.82
23.5,39.7,94.6,9.79,20.9,61.92
20.4,44.6,331.4,8.9,24.4,47.27
32.6,57.9,222.4,3.6,100.6,52.51
36.4,86.2,131.6,4.48,24.3,27.14
26.5,43.7,434.4,6.72,20.2,49.98
29.8,87.5,337.9,4.8,107.3,48.85
34.9,48.8,287.2,3.1,99.0,36.49
38.0,62.2,389.5,8.28,34.8,44.43
29.1,56.2,267.5,5.5,131.7,60.66
35.5,42.1,226.6,3.46,16.8,35.42
35.9,91.7,125.8,6.56,53.2,38.65
33.2,61.3,111.4,9.84,118.2,57.27
25.6,76.4,222.8,7.75,98.2,73.1
16.9,69.5,232.4,4.11,96.0,42.97
15.4,65.1,343.3,6.6,109.8,42.29
26.0,72.0,226.8,9.31,103.4,73.12
26.4,88.9,287.3,3.38,139.9,52.52
24.4,77.0,383.0,7.47,91.0,59.31
28.1,66.9,447.3,8.05,64.2,59.9
27.7,73.7,179.0,7.93,122.6,70.81
34.2,71.4,410.8,4.05,41.5,32.73
17.5,61.0,372.4,9.35,121.5,53.41
20.2,72.5,77.2,5.26,44.8,45.54
33.2,61.6,183.7,3.36,76.9,55.5
34.5,80.5,137.6,3.58,118.3,39.3
37.9,93.1,315.8,6.2,100.4,36.26
35.1,92.6,272.1,3.28,13.7,26.9
35.5,84.2,247.9,8.46,71.4,46.01
22.2,71.1,355.4,9.06,129.9,62.98
24.2,80.0,183.3,3.09,159.5,62.41
21.2,45.7,203.1,8.67,74.7,64.57
28.9,63.7,396.3,9.87,13.7,56.32
36.6,50.4,438.9,3.21,58.6,31.25
22.9,35.2,360.5,8.07,78.4,59.08
27.8,93.0,136.8,9.99,11.7,54.36
21.8,86.8,95.1,8.58,138.3,59.01
18.9,65.8,133.7,6.54,86.2,47.82
19.5,50.2,219.1,9.19,66.6,60.42
16.3,76.6,144.7,7.96,63.5,42.16
36.8,61.1,410.4,5.05,4.5,28.86
24.3,83.2,318.3,4.57,83.0,53.54
34.2,95.0,216.7,6.59,76.1,55.82
30.7,55.9,159.5,5.61,55.3,54.96
19.4,49.7,202.3,5.31,105.4,55.94
19.0,51.0,240.4,4.25,65.8,42.86
33.7,40.6,335.5,8.92,91.5,42.8
21.1,58.6,85.7,7.94,141.6,56.75
36.0,36.0,389.5,5.32,58.2,36.78
18.2,41.9,101.0,4.66,63.7,42.75
30.6,51.3,155.0,3.9,138.5,45.38
33.7,44.6,447.4,3.79,57.3,33.36
20.4,78.9,126.1,7.38,70.3,50.88
21.4,41.3,90.5,3.76,128.1,42.16
37.2,87.0,305.4,9.72,94.7,46.16
21.1,48.3,207.3,4.95,149.4,64.47
24.9,41.5,86.7,3.18,75.3,46.45
24.9,35.6,51.5,8.99,76.6,62.24
20.8,77.9,81.7,5.57,6.9,39.04
32.8,50.4,259.1,5.4,31.6,44.67
32.8,65.6,142.4,3.83,86.4,43.35
23.7,41.7,361.0,7.62,29.9,52.76
34.2,94.1,393.0,5.51,72.6,35.86
19.9,42.5,107.9,8.76,45.3,50.65
15.1,59.7,184.8,7.41,3.3,50.76
28.1,86.1,108.6,9.16,76.0,59.43
37.9,49.7,164.7,7.36,103.4,44.38
15.9,51.0,145.7,8.45,54.1,41.39
19.8,83.5,364.7,7.88,124.2,56.09
26.9,51.4,188.2,6.24,23.4,60.51
33.6,35.2,248.2,7.82,14.6,46.01
17.0,60.7,319.6,7.65,149.6,45.96
24.1,35.8,378.9,3.05,147.5,50.47
32.2,89.6,170.5,7.89,65.0,54.19
23.5,73.5,133.7,4.84,67.2,53.43
19.3,70.0,441.4,6.79,136.2,47.7
19.5,47.1,178.1,3.78,84.9,53.08
24.4,77.0,318.4,3.16,18.7,49.2
26.0,75.6,321.1,3.11,18.4,44.29
34.8,38.6,255.6,4.11,21.0,34.24
29.8,87.9,141.4,3.14,124.9,47.13
30.9,69.8,106.6,3.93,96.3,47.18
37.6,82.5,244.8,6.91,48.0,43.54
24.5,50.8,254.4,5.8,25.9,51.3
24.3,42.3,359.3,9.87,19.8,61.81
36.2,77.1,333.9,8.66,118.6,47.41
20.7,82.6,414.8,4.03,141.7,45.66
31.8,58.2,438.3,5.92,85.0,49.25
32.4,36.4,341.1,6.02,123.6,47.33
17.2,84.1,80.6,5.53,45.3,34.1
25.8,47.4,212.0,6.47,93.7,69.42
19.6,55.3,293.5,7.69,70.1,46.47
19.3,72.7,286.1,7.49,14.0,43.02
25.7,41.0,122.6,5.5,78.0,59.28
21.7,39.3,283.2,7.94,135.5,57.82
33.3,36.5,189.9,5.03,8.3,43.73
35.9,90.0,185.6,8.85,76.3,55.0
33.5,53.7,383.6,9.75,139.7,54.3
21.1,74.6,218.8,5.06,126.4,62.25
21.3,94.4,261.0,8.49,79.0,52.86
20.9,75.2,275.1,8.69,27.4,47.96
18.1,66.5,275.2,6.44,135.8,46.47
36.7,66.3,135.2,3.61,24.5,32.18
24.2,57.6,289.8,8.5,44.3,60.41
20.2,71.0,183.8,5.85,19.9,51.86
34.5,92.5,312.0,4.46,73.4,41.71
24.2,82.3,108.3,7.39,100.7,59.56
15.8,60.5,447.6,6.06,132.3,42.21
18.7,54.9,358.8,3.61,73.8,37.09
29.7,88.0,216.9,9.89,155.3,76.1
33.0,43.1,170.5,4.71,95.3,49.98
19.9,86.0,205.1,6.58,96.7,62.62
36.1,50.3,338.5,7.67,28.0,35.48
34.6,77.9,312.2,3.81,30.4,36.36
34.5,83.4,330.8,8.18,92.3,48.4
20.2,63.6,405.6,7.54,115.3,56.19
16.2,46.5,232.5,6.46,32.8,42.11
35.0,85.7,317.8,6.7,77.4,41.25
22.0,57.1,226.6,9.68,57.0,65.77
29.2,54.2,305.2,9.38,70.2,66.9
32.5,65.6,239.9,3.78,35.5,41.01
18.0,61.1,360.7,5.58,22.5,34.73
33.0,76.0,52.1,6.62,51.3,43.36
36.6,43.2,136.3,9.44,139.0,45.83
31.8,61.1,168.6,8.72,128.8,65.25
25.1,88.5,428.2,5.71,16.3,47.14
35.2,37.2,252.8,9.2,14.0,40.4
27.1,62.4,195.7,5.65,78.9,71.45
32.1,74.6,211.7,4.9,44.4,58.28
33.9,88.3,230.7,7.27,131.7,54.44
32.2,70.6,397.1,5.49,77.8,50.46
21.6,84.5,434.9,7.36,136.4,56.37
17.7,48.4,387.7,5.87,17.3,36.05
20.5,56.2,386.7,8.57,155.2,58.52
26.6,91.5,129.6,9.68,122.7,62.05
26.6,88.2,157.5,4.89,117.1,53.73
28.4,68.5,288.4,6.57,150.4,62.21
24.1,63.5,312.5,8.07,75.2,61.81
33.1,62.1,131.1,4.11,23.8,40.08
36.0,38.5,348.5,8.57,79.5,41.07
20.7,88.5,130.0,7.08,130.4,55.77
31.9,84.1,155.2,4.05,137.5,48.75
30.6,62.4,172.7,9.08,78.2,64.93
27.0,51.8,388.4,5.99,117.2,59.22
19.3,55.6,342.8,4.24,39.5,40.27
33.3,42.4,262.3,4.37,36.9,34.85
37.1,78.3,377.9,8.5,93.8,42.8
31.6,68.4,375.2,9.55,67.5,56.53
36.1,49.0,205.9,5.65,25.8,46.5
37.6,72.4,362.6,3.55,121.8,30.36
23.1,93.8,132.5,3.71,85.1,49.68
29.7,42.3,251.3,7.58,83.3,59.16
25.9,62.5,97.3,5.6,30.3,57.04
37.7,64.6,220.7,5.98,38.6,46.64
17.2,45.0,258.1,5.36,110.8,43.33
24.5,66.9,82.0,6.26,136.3,62.85
35.1,71.4,235.0,7.5,28.4,45.32
21.5,44.4,310.7,6.79,130.0,47.86
33.1,44.3,295.6,4.15,126.1,44.88
23.8,86.4,71.7,6.44,130.4,55.3
37.5,53.7,88.1,6.22,93.1,35.67
35.3,72.8,190.5,6.82,56.3,50.69
21.9,72.6,387.1,3.77,123.4,56.32
32.7,85.4,397.9,4.07,76.8,41.75
22.7,79.4,173.8,6.71,35.5,56.69
28.9,85.4,337.6,4.93,64.4,48.68
30.1,72.5,281.0,7.4,73.2,54.78
34.1,62.0,443.4,5.61,80.9,43.94
15.6,58.6,87.9,4.55,143.6,38.97
20.1,57.7,269.2,7.59,65.8,47.82
31.4,60.1,287.0,5.76,45.6,47.45
28.0,42.8,173.1,4.1,154.0,59.01
26.4,60.4,68.8,8.66,38.7,63.91
16.3,58.4,70.8,6.02,1.8,33.95
23.0,37.1,231.4,9.41,136.0,65.76
34.9,51.5,327.0,4.35,152.7,41.38
15.7,80.1,330.1,9.13,109.1,47.6
24.1,69.7,122.4,8.71,65.2,60.46
36.7,83.4,393.2,3.73,87.0,35.52
16.2,67.6,200.9,6.72,133.1,59.46
32.2,86.2,435.7,7.58,141.7,54.47
20.9,82.8,97.3,6.47,16.4,47.14
34.9,40.9,384.6,5.73,138.9,40.69
32.2,93.6,413.3,9.61,98.8,49.12
35.4,35.9,379.1,7.91,5.2,37.29
20.0,70.8,373.5,9.76,17.4,51.7
27.2,82.6,194.5,8.92,7.3,70.75
32.9,54.9,335.3,8.72,151.8,44.46
20.7,70.9,281.7,8.08,68.2,54.93
20.3,56.7,219.8,7.52,114.5,60.18
15.6,38.6,447.2,9.21,0.3,39.76
37.0,35.5,166.2,7.29,126.9,50.89
